,Location,Price,Rooms,Bathrooms,Car Parks,Property Type,Size,Furnishing
326,KLCC,2950000.0,4.0,4.0,2.0,Condominium,2674.0,Partly Furnished
327,BANGSAR SOUTH,490000.0,1.5,1.0,1.0,Serviced Residence,520.0,Fully Furnished
328,KLCC,3090000.0,2.0,2.0,2.0,Serviced Residence,1572.0,Partly Furnished
329,DESA PARKCITY,3600000.0,5.5,6.0,0.0,Semi-detached House,4477.5,Partly Furnished
330,KLCC,1230000.0,4.0,4.0,2.0,Serviced Residence,1378.0,Fully Furnished
331,JALAN KLANG LAMA (OLD KLANG ROAD),350000.0,3.0,2.0,1.0,Serviced Residence,950.0,Partly Furnished
332,KLCC,1230000.0,1.5,1.0,1.0,Serviced Residence,850.0,Fully Furnished
333,DESA PARKCITY,1250000.0,3.0,2.0,2.0,Condominium,1303.0,Partly Furnished
334,DESA PARKCITY,2500000.0,4.0,5.0,3.0,3-sty Terrace/Link House,1364.0,Partly Furnished
335,DESA PARKCITY,1100000.0,3.0,3.0,2.0,Condominium,1378.0,Unfurnished
336,DESA PARKCITY,1980000.0,4.0,4.0,3.0,2-sty Terrace/Link House,1650.0,Partly Furnished
337,BANGSAR,1300000.0,3.0,2.0,2.0,Townhouse,1320.0,Partly Furnished
338,TAMAN MELAWATI,2800000.0,5.0,6.0,4.0,Bungalow,4477.5,Partly Furnished
339,TAMAN TUN DR ISMAIL,1050000.0,3.0,2.0,2.0,1-sty Terrace/Link House,1920.0,Unfurnished
340,KLCC,3600000.0,4.0,5.0,2.0,Serviced Residence,3897.0,Partly Furnished
341,AMPANG HILIR,4072500.0,5.0,5.0,3.0,Condominium,4000.0,Unfurnished
342,KLCC,3900000.0,2.0,2.0,2.0,Serviced Residence,1636.0,Partly Furnished
343,KLCC,1300000.0,1.5,1.0,1.0,Serviced Residence,925.0,Partly Furnished
344,KLCC,1240000.0,1.5,1.0,0.0,Serviced Residence,850.0,Fully Furnished
345,BUKIT JALIL,438000.0,3.0,2.0,1.0,Apartment,1018.0,Partly Furnished
346,JALAN KLANG LAMA (OLD KLANG ROAD),530000.0,4.0,2.0,1.0,Serviced Residence,900.0,Partly Furnished
347,SETIAWANGSA,590000.0,3.0,2.0,2.0,Condominium,1196.0,Partly Furnished
349,KLCC,1000000.0,1.5,1.0,1.0,Condominium,751.0,Partly Furnished
350,KLCC,1900000.0,3.0,2.0,1.0,Condominium,915.0,Partly Furnished
352,KLCC,2400000.0,2.0,2.0,1.0,Serviced Residence,1006.0,Fully Furnished
353,SETAPAK,380000.0,4.0,2.0,2.0,Condominium,950.0,Unfurnished
354,KLCC,1198000.0,2.0,1.0,1.0,Serviced Residence,764.0,Fully Furnished
355,KLCC,1000000.0,4.0,1.0,1.0,Condominium,657.0,Partly Furnished
356,BANGSAR,4072500.0,5.5,6.0,4.0,Bungalow,4477.5,Partly Furnished
357,TAMAN TUN DR ISMAIL,1280000.0,4.0,3.0,2.0,2-sty Terrace/Link House,1875.0,Partly Furnished
358,KLCC,1780000.0,1.5,1.0,1.0,Serviced Residence,728.0,Fully Furnished
359,OUG,4072500.0,5.5,8.0,0.0,Bungalow,4477.5,Partly Furnished
360,KLCC,2300000.0,1.5,1.0,1.0,Serviced Residence,1023.0,Partly Furnished
361,SUNGAI BESI,1340000.0,5.0,6.0,4.0,3-sty Terrace/Link House,1920.0,Partly Furnished
362,SUNGAI BESI,1600000.0,5.0,6.0,4.0,3-sty Terrace/Link House,1920.0,Partly Furnished
363,KLCC,1000000.0,1.5,1.0,1.0,Condominium,751.0,Partly Furnished
364,KLCC,800000.0,3.0,3.0,1.0,Serviced Residence,1055.0,Fully Furnished
366,SUNGAI BESI,1340000.0,5.0,6.0,0.0,3-sty Terrace/Link House,3216.0,Unfurnished
367,KLCC,3600000.0,4.0,5.0,2.0,Serviced Residence,3897.0,Partly Furnished
368,BUKIT BINTANG,4072500.0,5.0,5.0,2.0,Serviced Residence,4157.0,Partly Furnished
369,TAMAN TUN DR ISMAIL,1090000.0,3.0,2.0,2.0,1-sty Terrace/Link House,1920.0,Partly Furnished
370,KLCC,1250000.0,4.0,4.0,2.0,Serviced Residence,1378.0,Fully Furnished
371,KLCC,2300000.0,1.5,2.0,1.0,Serviced Residence,1023.0,Partly Furnished
372,TAMAN TUN DR ISMAIL,1330000.0,4.0,3.0,2.0,2-sty Terrace/Link House,1800.0,Partly Furnished
373,BUKIT JALIL,900000.0,5.0,3.0,3.0,Condominium,1513.0,Partly Furnished
374,MONT KIARA,1850000.0,5.0,4.0,2.0,Condominium,1830.0,Partly Furnished
375,KLCC,2400000.0,2.0,2.0,1.0,Serviced Residence,1006.0,Partly Furnished
376,WANGSA MAJU,1613300.0,4.0,5.0,3.0,Condominium,2336.0,Partly Furnished
377,KLCC,2440000.0,1.5,2.0,1.0,Serviced Residence,1023.0,Fully Furnished
378,DAMANSARA HEIGHTS,4072500.0,4.0,3.0,4.0,Bungalow,4477.5,Partly Furnished
379,SRI HARTAMAS,4072500.0,5.5,6.0,6.0,Bungalow,4477.5,Partly Furnished
381,KLCC,3200000.0,2.0,2.0,1.0,Serviced Residence,1572.0,Unfurnished
382,MONT KIARA,1850000.0,5.0,4.0,2.0,Condominium,1830.0,Partly Furnished
383,KL SENTRAL,783990.0,1.5,1.0,1.0,Serviced Residence,650.0,Partly Furnished
384,JALAN SULTAN ISMAIL,495000.0,1.5,1.0,0.0,Serviced Residence,560.0,Fully Furnished
385,CHAN SOW LIN,569200.0,2.0,2.0,2.0,Serviced Residence,888.0,Unfurnished
387,TAMAN TUN DR ISMAIL,1150000.0,3.0,2.0,1.0,Condominium,1560.0,Partly Furnished
388,BUKIT JALIL,425000.0,4.0,2.0,1.0,Condominium,1087.0,Partly Furnished
389,BANGSAR,4072500.0,5.5,7.0,5.0,Condominium,4477.5,Partly Furnished
390,MONT KIARA,1800000.0,4.0,4.0,2.0,Condominium,2243.0,Partly Furnished
392,CHERAS,439600.0,3.0,2.0,2.0,Condominium,925.0,Partly Furnished
393,BANGSAR,4072500.0,5.0,6.0,0.0,Condominium,4477.5,Partly Furnished
394,JALAN KUCHING,580000.0,3.0,2.0,1.0,Condominium,1590.0,Partly Furnished
395,MONT KIARA,618000.0,1.5,1.0,1.0,Serviced Residence,650.0,Fully Furnished
396,MONT KIARA,1518000.0,4.0,3.0,3.0,Condominium,2648.0,Partly Furnished
397,MONT KIARA,2220000.0,5.0,4.0,3.0,Condominium,2973.0,Partly Furnished
398,KLCC,3600000.0,4.0,4.0,2.0,Serviced Residence,3897.0,Fully Furnished
399,TAMAN TUN DR ISMAIL,1150000.0,3.0,2.0,2.0,1-sty Terrace/Link House,1760.0,Partly Furnished
400,DESA PARKCITY,2800000.0,5.0,4.0,3.0,2-sty Terrace/Link House,2850.0,Partly Furnished
401,TAMAN TUN DR ISMAIL,3100000.0,5.0,4.0,3.0,Semi-detached House,3600.0,Partly Furnished
402,TAMAN TUN DR ISMAIL,1380000.0,4.0,3.0,2.0,2-sty Terrace/Link House,1725.0,Partly Furnished
403,TAMAN TUN DR ISMAIL,1450000.0,3.0,2.0,2.0,1-sty Terrace/Link House,1920.0,Fully Furnished
404,BANGSAR,4072500.0,5.5,4.0,4.0,Bungalow,4477.5,Partly Furnished
405,TAMAN TUN DR ISMAIL,1680000.0,4.0,3.0,4.0,2-sty Terrace/Link House,1800.0,Partly Furnished
406,DAMANSARA HEIGHTS,1550000.0,4.0,3.0,2.0,2-sty Terrace/Link House,1920.0,Unfurnished
407,MONT KIARA,1950000.0,4.0,4.0,3.0,Condominium,2535.0,Fully Furnished
408,DESA PARKCITY,3200000.0,5.0,4.0,0.0,3-sty Terrace/Link House,4300.0,Partly Furnished
409,KLCC,3600000.0,4.0,4.0,2.0,Serviced Residence,3897.0,Partly Furnished
410,SUNGAI BESI,600000.0,3.0,2.0,2.0,Serviced Residence,1025.0,Partly Furnished
411,CITY CENTRE,4072500.0,5.0,5.0,2.0,Condominium,3713.0,Partly Furnished
412,KL SENTRAL,2300000.0,4.0,4.0,2.0,Serviced Residence,1873.0,Unfurnished
413,KL SENTRAL,4072500.0,5.0,5.0,0.0,Serviced Residence,2982.0,Unfurnished
414,KL SENTRAL,4072500.0,5.0,4.0,0.0,Serviced Residence,3143.0,Unfurnished
415,KLCC,1780000.0,3.0,3.0,2.0,Condominium,1232.0,Fully Furnished
416,BUKIT JALIL,900000.0,5.0,3.0,3.0,Condominium,1513.0,Partly Furnished
417,BUKIT JALIL,597000.0,4.0,2.0,2.0,Condominium,1550.0,Unfurnished
418,BANGSAR,4072500.0,4.0,5.0,3.0,Condominium,4025.0,Partly Furnished
419,BANGSAR,4072500.0,5.0,6.0,3.0,Condominium,4477.5,Partly Furnished
420,JALAN KLANG LAMA (OLD KLANG ROAD),660000.0,3.0,2.0,2.0,Condominium,992.0,Partly Furnished
421,KLCC,3125000.0,2.0,2.0,2.0,Serviced Residence,1421.0,Partly Furnished
422,KLCC,2480000.0,1.5,1.0,1.0,Serviced Residence,1023.0,Partly Furnished
423,DAMANSARA HEIGHTS,4000000.0,5.0,5.0,2.0,Semi-detached House,3700.0,Partly Furnished
424,KLCC,1050000.0,4.0,4.0,2.0,Serviced Residence,1313.0,Partly Furnished
425,KLCC,1833000.0,1.5,1.0,1.0,Serviced Residence,925.0,Fully Furnished
426,BANDAR MENJALARA,888000.0,5.0,3.0,0.0,2-sty Terrace/Link House,1760.0,Unfurnished
427,KLCC,2999000.0,4.0,3.0,3.0,Serviced Residence,2066.0,Fully Furnished
428,BUKIT JALIL,638000.0,2.0,1.0,1.0,Serviced Residence,721.0,Partly Furnished
429,BANGSAR,4072500.0,4.0,5.0,4.0,Condominium,4025.0,Partly Furnished
430,BANGSAR,4072500.0,5.0,5.0,4.0,Condominium,4477.5,Partly Furnished
431,DAMANSARA HEIGHTS,4072500.0,5.5,6.0,0.0,Bungalow,4477.5,Partly Furnished
432,MONT KIARA,1415000.0,4.0,4.0,2.0,Condominium,1496.0,Partly Furnished
433,DAMANSARA HEIGHTS,4072500.0,5.5,5.0,0.0,Bungalow,4477.5,Partly Furnished
434,BUKIT TUNKU (KENNY HILLS),4072500.0,5.5,5.0,0.0,Bungalow,4477.5,Partly Furnished
435,KLCC,1380000.0,4.0,4.0,2.0,Serviced Residence,1701.0,Fully Furnished
436,KLCC,2800000.0,2.0,2.0,0.0,Serviced Residence,1103.0,Fully Furnished
437,BANGSAR,4072500.0,5.0,6.0,4.0,Condominium,4477.5,Partly Furnished
438,TAMAN DESA,3690000.0,5.0,5.0,6.0,Semi-detached House,3658.0,Unfurnished
439,SRI PETALING,950000.0,5.0,3.0,2.0,2-sty Terrace/Link House,1650.0,Partly Furnished
440,BUKIT JALIL,4000000.0,5.5,7.0,4.0,Bungalow,4477.5,Partly Furnished
441,BANGSAR,4072500.0,5.5,7.0,6.0,Condominium,4477.5,Partly Furnished
442,BANGSAR,4072500.0,4.0,5.0,3.0,Condominium,4477.5,Partly Furnished
443,BANGSAR,4072500.0,4.0,5.0,3.0,Condominium,4025.0,Partly Furnished
444,TAMAN DESA,628000.0,3.0,2.0,1.0,Condominium,1150.0,Partly Furnished
445,TAMAN DESA,628000.0,3.0,2.0,1.0,Condominium,1150.0,Partly Furnished
446,MONT KIARA,1590000.0,4.0,4.0,2.0,Condominium,1878.0,Partly Furnished
447,KLCC,3330000.0,3.0,3.0,1.0,Serviced Residence,2789.0,Fully Furnished
448,SETAPAK,428000.0,4.0,2.0,2.0,Serviced Residence,918.0,Partly Furnished
449,KL ECO CITY,1200000.0,4.0,2.0,0.0,Condominium,969.0,Unfurnished
450,SUNGAI BESI,2250000.0,5.5,5.0,7.0,3-sty Terrace/Link House,2400.0,Partly Furnished
451,TAMAN TUN DR ISMAIL,4072500.0,5.5,4.0,0.0,Bungalow,4477.5,Partly Furnished
452,TAMAN TUN DR ISMAIL,1890000.0,5.0,2.0,0.0,2-sty Terrace/Link House,1900.0,Partly Furnished
453,DESA PARKCITY,815000.0,2.0,2.0,0.0,Condominium,1085.0,Fully Furnished
454,BANGSAR,4072500.0,4.0,5.0,4.0,Condominium,4025.0,Partly Furnished
455,KLCC,1450000.0,2.0,2.0,1.0,Condominium,867.0,Fully Furnished
456,DESA PARKCITY,2950000.0,4.0,5.0,0.0,2-sty Terrace/Link House,3082.0,Unfurnished
457,KLCC,1000000.0,1.5,1.0,1.0,Condominium,751.0,Partly Furnished
458,BANGSAR SOUTH,640000.0,2.0,2.0,1.0,Serviced Residence,823.0,Unfurnished
459,BANGSAR SOUTH,840000.0,3.0,2.0,1.0,Serviced Residence,1119.0,Unfurnished
460,MONT KIARA,2600000.0,5.0,5.0,3.0,Condominium,3478.0,Partly Furnished
461,TAMAN TUN DR ISMAIL,1550000.0,3.0,3.0,2.0,Serviced Residence,1444.0,Unfurnished
462,TAMAN TUN DR ISMAIL,2750000.0,4.0,4.0,2.0,Serviced Residence,2426.0,Partly Furnished
463,SEPUTEH,4072500.0,5.5,6.0,4.0,Bungalow,4477.5,Fully Furnished
464,SETAPAK,428000.0,4.0,2.0,2.0,Serviced Residence,918.0,Unfurnished
465,BUKIT TUNKU (KENNY HILLS),4072500.0,5.5,9.0,6.0,Bungalow,4477.5,Partly Furnished
467,TAMAN TUN DR ISMAIL,1800000.0,4.0,3.0,3.0,2-sty Terrace/Link House,2090.0,Partly Furnished
468,SENTUL,770000.0,3.0,3.0,2.0,Condominium,1186.0,Partly Furnished
469,TAMAN TUN DR ISMAIL,1650000.0,4.0,3.0,2.0,2-sty Terrace/Link House,1900.0,Unfurnished
470,DAMANSARA HEIGHTS,3600000.0,5.5,7.0,5.0,Bungalow,4477.5,Unfurnished
471,DAMANSARA HEIGHTS,4072500.0,5.5,6.0,4.0,Bungalow,4477.5,Unfurnished
472,KLCC,870000.0,3.0,3.0,0.0,Serviced Residence,1055.0,Fully Furnished
473,KLCC,1200000.0,2.0,2.0,1.0,Condominium,976.0,Partly Furnished
474,BANGSAR,4072500.0,5.5,6.0,0.0,Bungalow,4477.5,Fully Furnished
475,SEGAMBUT,720000.0,4.0,3.0,2.0,Condominium,1577.0,Fully Furnished
476,BUKIT JALIL,1150000.0,5.5,3.0,4.0,Condominium,1772.0,Partly Furnished
477,BUKIT JALIL,928000.0,4.0,3.0,2.0,Condominium,1513.0,Partly Furnished
478,KEPONG,1680000.0,5.5,4.0,6.0,2-sty Terrace/Link House,4080.0,Fully Furnished
479,KLCC,1350000.0,2.0,2.0,1.0,Serviced Residence,900.0,Fully Furnished
480,JALAN KLANG LAMA (OLD KLANG ROAD),360000.0,3.0,2.0,1.0,Condominium,1088.0,Partly Furnished
481,KLCC,1000000.0,1.5,1.0,1.0,Condominium,751.0,Partly Furnished
482,KLCC,830000.0,4.0,1.0,0.0,Serviced Residence,473.0,Fully Furnished
483,CHERAS,868000.0,5.0,4.0,2.0,2-sty Terrace/Link House,1725.0,Partly Furnished
484,MONT KIARA,1865000.0,4.0,5.0,3.0,Condominium,2535.0,Partly Furnished
485,KLCC,1308000.0,2.0,1.0,1.0,Condominium,753.0,Fully Furnished
486,KLCC,1760000.0,3.0,2.0,2.0,Condominium,1159.0,Fully Furnished
487,SUNGAI BESI,568000.0,2.0,2.0,2.0,Condominium,904.0,Partly Furnished
488,KLCC,1020000.0,3.0,2.0,1.0,Serviced Residence,813.0,Fully Furnished
489,KLCC,2400000.0,2.0,2.0,1.0,Serviced Residence,1103.0,Fully Furnished
490,KLCC,1099000.0,3.0,2.0,1.0,Serviced Residence,833.0,Fully Furnished
491,DESA PARKCITY,1850000.0,4.0,3.0,3.0,2-sty Terrace/Link House,1650.0,Partly Furnished
492,KLCC,1550000.0,2.0,2.0,2.0,Serviced Residence,910.0,Fully Furnished
493,MONT KIARA,1420000.0,4.0,4.0,2.0,Condominium,1496.0,Fully Furnished
494,TAMAN TUN DR ISMAIL,1280000.0,4.0,3.0,2.0,2-sty Terrace/Link House,1800.0,Partly Furnished
495,MONT KIARA,2150000.0,4.0,4.0,0.0,Condominium,2707.0,Partly Furnished
496,TAMAN TUN DR ISMAIL,1060000.0,3.0,2.0,2.0,1-sty Terrace/Link House,1920.0,Unfurnished
497,MONT KIARA,2550000.0,5.0,5.0,2.0,Condominium,2973.0,Partly Furnished
498,MONT KIARA,1850000.0,3.0,3.0,2.0,Serviced Residence,1573.0,Unfurnished
499,BUKIT JALIL,980000.0,5.0,3.0,2.0,Condominium,1513.0,Fully Furnished
500,DAMANSARA HEIGHTS,2650000.0,4.0,5.0,3.0,Serviced Residence,2077.0,Partly Furnished
502,KLCC,3364000.0,3.0,2.0,2.0,Serviced Residence,1399.0,Fully Furnished
503,KLCC,1420000.0,3.0,2.0,1.0,Condominium,976.0,Partly Furnished
504,KLCC,2889000.0,1.5,2.0,1.0,Serviced Residence,1163.0,Fully Furnished
505,KLCC,1450000.0,1.5,1.0,0.0,Serviced Residence,1050.0,Fully Furnished
506,AMPANG HILIR,4072500.0,5.0,6.0,0.0,Condominium,4327.0,Fully Furnished
507,CITY CENTRE,1080000.0,2.0,2.0,1.0,Condominium,1411.0,Partly Furnished
508,CITY CENTRE,916000.0,1.5,1.0,1.0,Condominium,1119.0,Fully Furnished
509,KLCC,1240000.0,2.0,2.0,0.0,Serviced Residence,850.0,Unfurnished
510,MONT KIARA,2500000.0,5.5,4.0,4.0,Semi-detached House,3833.0,Partly Furnished
511,AMPANG,1280000.0,4.0,2.0,0.0,Residential Land,4477.5,Unfurnished
512,SUNGAI BESI,2200000.0,5.0,5.0,5.0,Semi-detached House,3282.0,Partly Furnished
513,AMPANG,3600000.0,5.0,4.0,6.0,Bungalow,4477.5,Unfurnished
514,TAMAN TUN DR ISMAIL,4072500.0,5.5,5.0,3.0,Bungalow,4477.5,Fully Furnished
515,TAMAN TUN DR ISMAIL,2780000.0,4.0,3.0,2.0,Semi-detached House,3600.0,Partly Furnished
516,BANGSAR SOUTH,530000.0,1.5,1.0,0.0,Serviced Residence,638.0,Fully Furnished
517,CHERAS,600000.0,4.0,3.0,2.0,2-sty Terrace/Link House,1650.0,Unfurnished
518,SUNGAI BESI,1000000.0,5.0,4.0,2.0,3-sty Terrace/Link House,1600.0,Partly Furnished
519,KL SENTRAL,2434900.0,4.0,4.0,1.0,Serviced Residence,1873.0,Unfurnished
520,DAMANSARA HEIGHTS,1600000.0,2.0,2.0,1.0,Serviced Residence,1152.0,Partly Furnished
521,TAMAN MELAWATI,2000000.0,5.5,6.0,3.0,Semi-detached House,3200.0,Partly Furnished
522,CHERAS,535000.0,1.5,1.0,1.0,Serviced Residence,762.0,Partly Furnished
523,KLCC,4072500.0,4.0,4.0,0.0,Condominium,2013.0,Unfurnished
525,SUNGAI BESI,1300000.0,5.0,6.0,4.0,3-sty Terrace/Link House,1920.0,Partly Furnished
526,SUNGAI BESI,1030000.0,5.0,4.0,0.0,2.5-sty Terrace/Link House,1500.0,Partly Furnished
527,KLCC,1200000.0,3.0,3.0,2.0,Serviced Residence,1335.0,Fully Furnished
528,KL SENTRAL,2550000.0,4.0,5.0,2.0,Serviced Residence,1830.0,Partly Furnished
529,AMPANG,2590000.0,5.5,6.0,2.0,Bungalow,4477.5,Partly Furnished
530,AMPANG,1480000.0,4.0,4.0,2.0,Condominium,1876.0,Fully Furnished
531,SUNGAI BESI,1348000.0,5.0,6.0,4.0,3-sty Terrace/Link House,3216.0,Unfurnished
532,SETAPAK,428000.0,4.0,2.0,2.0,Serviced Residence,918.0,Partly Furnished
533,MONT KIARA,618000.0,1.5,1.0,1.0,Serviced Residence,462.0,Fully Furnished
534,MONT KIARA,1590000.0,4.0,3.0,2.0,Condominium,2201.0,Partly Furnished
535,KLCC,900000.0,3.0,2.0,0.0,Serviced Residence,811.0,Fully Furnished
536,MONT KIARA,1950000.0,5.0,2.0,3.0,Condominium,1832.0,Partly Furnished
537,MONT KIARA,1700000.0,4.0,4.0,2.0,Condominium,1496.0,Fully Furnished
539,SETAPAK,360000.0,1.5,1.0,0.0,Serviced Residence,618.0,Partly Furnished
540,MONT KIARA,1950000.0,5.0,4.0,2.0,Condominium,1830.0,Partly Furnished
541,KLCC,2300000.0,1.5,1.0,2.0,Serviced Residence,1023.0,Partly Furnished
542,KLCC,1250000.0,3.0,3.0,2.0,Serviced Residence,1335.0,Fully Furnished
543,KLCC,3166000.0,2.0,2.0,1.0,Serviced Residence,1423.0,Fully Furnished
544,JALAN KLANG LAMA (OLD KLANG ROAD),370000.0,3.0,2.0,2.0,Serviced Residence,950.0,Partly Furnished
545,SUNWAY SPK,1600000.0,5.5,5.0,0.0,2.5-sty Terrace/Link House,1650.0,Partly Furnished
546,KLCC,1000000.0,1.5,1.0,1.0,Condominium,751.0,Fully Furnished
547,BANGSAR,4072500.0,5.0,6.0,3.0,Condominium,4477.5,Unfurnished
548,BANGSAR,4072500.0,4.0,5.0,3.0,Condominium,4025.0,Unfurnished
549,BANGSAR,4072500.0,5.0,5.0,5.0,Condominium,4477.5,Partly Furnished
550,BANGSAR,4072500.0,5.0,6.0,0.0,Condominium,4477.5,Partly Furnished
551,DAMANSARA HEIGHTS,4072500.0,5.5,9.0,10.0,Bungalow,4477.5,Fully Furnished
552,DAMANSARA HEIGHTS,4072500.0,5.5,7.0,3.0,Bungalow,2970.0,Partly Furnished
553,BANGSAR,4072500.0,5.5,6.0,6.0,Bungalow,4477.5,Partly Furnished
554,KL ECO CITY,1288972.0,2.0,2.0,1.0,Condominium,1076.0,Fully Furnished
555,KL SENTRAL,3700000.0,3.0,3.0,1.0,Serviced Residence,1738.0,Partly Furnished
556,KLCC,4072500.0,3.0,3.0,2.0,Condominium,2454.0,Unfurnished
557,CHERAS,410000.0,2.0,2.0,2.0,Condominium,885.0,Partly Furnished
558,TAMAN TUN DR ISMAIL,1600000.0,4.0,3.0,2.0,2-sty Terrace/Link House,1725.0,Partly Furnished
559,KLCC,3360000.0,2.0,2.0,2.0,Serviced Residence,1421.0,Partly Furnished
560,DAMANSARA HEIGHTS,1770000.0,2.0,2.0,1.0,Serviced Residence,1152.0,Fully Furnished
561,DESA PARKCITY,1849000.0,4.0,4.0,0.0,2-sty Terrace/Link House,1500.0,Partly Furnished
562,MONT KIARA,1860000.0,4.0,4.0,2.0,Condominium,2070.0,Partly Furnished
563,KLCC,1450000.0,2.0,2.0,1.0,Serviced Residence,1050.0,Fully Furnished
564,BUKIT JALIL,1060000.0,5.0,4.0,4.0,Condominium,1772.0,Partly Furnished
565,BUKIT JALIL,900000.0,5.0,3.0,2.0,Condominium,1513.0,Partly Furnished
566,JALAN KLANG LAMA (OLD KLANG ROAD),1080000.0,4.0,4.0,2.0,Condominium,1875.0,Partly Furnished
567,PANTAI,570000.0,3.0,2.0,1.0,Condominium,1200.0,Partly Furnished
569,MONT KIARA,1880000.0,4.0,3.0,2.0,Condominium,2243.0,Partly Furnished
570,MONT KIARA,1685000.0,4.0,3.0,2.0,Condominium,2038.0,Partly Furnished
571,BUKIT JALIL,550000.0,3.0,2.0,2.0,Condominium,1073.0,Partly Furnished
572,KLCC,1000000.0,1.5,1.0,1.0,Condominium,751.0,Partly Furnished
574,KEPONG,1250000.0,5.0,5.0,4.0,3-sty Terrace/Link House,1870.0,Partly Furnished
575,DESA PARKCITY,2790000.0,4.0,4.0,0.0,2-sty Terrace/Link House,3000.0,Partly Furnished
576,KLCC,2500000.0,1.5,2.0,1.0,Serviced Residence,1023.0,Partly Furnished
577,DESA PARKCITY,2200000.0,5.5,5.0,0.0,2-sty Terrace/Link House,2200.0,Unfurnished
578,KLCC,780000.0,4.0,1.0,0.0,Serviced Residence,497.0,Fully Furnished
579,CHERAS,998000.0,5.5,5.0,0.0,3-sty Terrace/Link House,4186.0,Partly Furnished
580,BUKIT BINTANG,2044800.0,2.0,2.0,1.0,Serviced Residence,912.0,Fully Furnished
581,BUKIT JALIL,1250000.0,4.0,4.0,2.0,Condominium,1700.0,Fully Furnished
582,KLCC,4072500.0,4.0,4.0,2.0,Serviced Residence,3300.0,Fully Furnished
585,MONT KIARA,1420000.0,4.0,4.0,2.0,Condominium,1496.0,Partly Furnished
586,ADIVA DESA PARKCITY,2400000.0,5.0,5.0,0.0,3-sty Terrace/Link House,1650.0,Partly Furnished
587,JALAN KLANG LAMA (OLD KLANG ROAD),928000.0,4.0,2.0,2.0,Condominium,1523.0,Unfurnished
588,BUKIT JALIL,565000.0,3.0,2.0,2.0,Condominium,1100.0,Partly Furnished
589,JALAN KLANG LAMA (OLD KLANG ROAD),1550000.0,4.0,4.0,4.0,Condominium,2638.0,Partly Furnished
590,TAMAN TUN DR ISMAIL,1800000.0,4.0,3.0,3.0,2-sty Terrace/Link House,1875.0,Partly Furnished
591,DAMANSARA HEIGHTS,3200000.0,5.0,5.0,4.0,Semi-detached House,3670.0,Partly Furnished
592,JALAN KLANG LAMA (OLD KLANG ROAD),670000.0,3.0,2.0,2.0,Serviced Residence,907.0,Fully Furnished
593,KLCC,1000000.0,1.5,1.0,1.0,Condominium,657.0,Partly Furnished
594,CITY CENTRE,4072500.0,4.0,4.0,3.0,Condominium,3289.0,Fully Furnished
595,JALAN KLANG LAMA (OLD KLANG ROAD),1350000.0,5.0,4.0,3.0,Condominium,2128.0,Unfurnished
596,MONT KIARA,2230000.0,5.0,5.0,3.0,Condominium,2973.0,Partly Furnished
597,CITY CENTRE,830000.0,2.0,2.0,1.0,Condominium,1072.0,Fully Furnished
598,CITY CENTRE,1100000.0,4.0,4.0,2.0,Condominium,2111.0,Partly Furnished
599,DAMANSARA HEIGHTS,4072500.0,5.5,6.0,4.0,Bungalow,4477.5,Partly Furnished
600,SRI HARTAMAS,3450000.0,5.0,5.0,3.0,Bungalow,4477.5,Partly Furnished
601,MONT KIARA,1000000.0,2.0,2.0,0.0,Serviced Residence,1000.0,Partly Furnished
602,KLCC,2300000.0,1.5,2.0,1.0,Serviced Residence,1023.0,Partly Furnished
603,KLCC,3600000.0,4.0,5.0,2.0,Serviced Residence,3897.0,Partly Furnished
604,MONT KIARA,2300000.0,5.0,4.0,2.0,Condominium,2702.0,Unfurnished
605,KLCC,1000000.0,1.5,1.0,1.0,Condominium,751.0,Partly Furnished
606,KLCC,4072500.0,2.0,2.0,2.0,Condominium,1399.0,Partly Furnished
607,MONT KIARA,3580000.0,5.5,2.0,4.0,Semi-detached House,1300.0,Unfurnished
608,MONT KIARA,1780000.0,3.0,3.0,2.0,Serviced Residence,1523.0,Partly Furnished
609,KLCC,1350000.0,2.0,2.0,1.0,Serviced Residence,900.0,Fully Furnished
610,KLCC,2270000.0,2.0,2.0,0.0,Serviced Residence,1076.0,Partly Furnished
611,SENTUL,375000.0,2.0,2.0,1.0,Serviced Residence,743.0,Unfurnished
612,BANGSAR SOUTH,380000.0,2.0,1.0,1.0,Apartment,452.0,Partly Furnished
613,KLCC,970000.0,1.5,1.0,1.0,Serviced Residence,603.0,Fully Furnished
614,BUKIT JALIL,900000.0,4.0,3.0,2.0,Condominium,1513.0,Partly Furnished
615,BUKIT JALIL,1060000.0,5.0,4.0,4.0,Condominium,1772.0,Partly Furnished
616,KLCC,4072500.0,5.0,6.0,2.0,Serviced Residence,3300.0,Fully Furnished
617,KLCC,2200000.0,4.0,3.0,0.0,Serviced Residence,1888.0,Partly Furnished
618,DESA PARKCITY,2300000.0,5.0,5.0,3.0,Condominium,2454.0,Partly Furnished
619,TAMAN TUN DR ISMAIL,1950000.0,4.0,2.0,3.0,2-sty Terrace/Link House,3700.0,Partly Furnished
620,SETAPAK,520000.0,4.0,2.0,2.0,Condominium,1450.0,Partly Furnished
622,KL CITY,1420000.0,4.0,3.0,2.0,Serviced Residence,1582.0,Fully Furnished
623,KL SENTRAL,1065140.0,3.0,3.0,2.0,Serviced Residence,1025.0,Partly Furnished
