,Location,Price,Rooms,Bathrooms,Car Parks,Property Type,Size,Furnishing
36791,DAMANSARA HEIGHTS,4072500.0,5.5,6.0,3.0,Bungalow,4477.5,Partly Furnished
36792,SEGAMBUT,950000.0,4.0,2.0,2.0,Semi-detached House,2758.0,Unfurnished
36794,JALAN KLANG LAMA (OLD KLANG ROAD),1360000.0,4.0,4.0,3.0,Condominium,2378.0,Unfurnished
36795,CHERAS,495000.0,3.0,2.0,2.0,Serviced Residence,931.0,Unfurnished
36797,KLCC,2500000.0,3.0,3.0,1.0,Condominium,2900.0,Partly Furnished
36798,JALAN KLANG LAMA (OLD KLANG ROAD),590000.0,3.0,2.0,1.0,Apartment,1043.0,Partly Furnished
36799,JALAN KLANG LAMA (OLD KLANG ROAD),770000.0,3.0,2.0,2.0,Condominium,1392.0,Unfurnished
36802,MONT KIARA,4072500.0,5.5,5.0,3.0,Semi-detached House,4000.0,Partly Furnished
36803,DESA PETALING,400000.0,3.0,2.0,2.0,Condominium,1270.0,Unfurnished
36804,SUNGAI PENCHALA,3949880.0,4.0,2.0,0.0,Residential Land,4477.5,Unfurnished
36805,KLCC,1469389.0,2.0,1.0,1.0,Serviced Residence,872.0,Partly Furnished
36806,KL CITY,1368888.0,2.0,2.0,1.0,Serviced Residence,887.0,Fully Furnished
36807,BANGSAR,4072500.0,5.0,6.0,4.0,Bungalow,4477.5,Partly Furnished
36808,KLCC,1150000.0,3.0,2.0,1.0,Serviced Residence,850.0,Fully Furnished
36809,KLCC,1900000.0,2.0,1.0,1.0,Serviced Residence,1076.0,Fully Furnished
36810,KLCC,1248000.0,1.5,1.0,2.0,Serviced Residence,925.0,Partly Furnished
36811,KLCC,2340800.0,3.0,2.0,2.0,Serviced Residence,1463.0,Partly Furnished
36813,CHERAS,130000.0,3.0,2.0,0.0,Flat,652.0,Unfurnished
36814,SUNGAI BESI,520000.0,3.0,2.0,2.0,Condominium,1074.0,Unfurnished
36815,CHERAS,699000.0,5.0,4.0,0.0,2-sty Terrace/Link House,1690.0,Fully Furnished
36816,CITY CENTRE,4072500.0,4.0,2.0,0.0,Residential Land,4477.5,Unfurnished
36817,CHERAS,875000.0,4.0,5.0,0.0,2.5-sty Terrace/Link House,1650.0,Unfurnished
36818,KUCHAI LAMA,310000.0,3.0,2.0,1.0,Condominium,1067.0,Partly Furnished
36819,KUCHAI LAMA,400000.0,3.0,2.0,2.0,Condominium,945.0,Fully Furnished
36820,SETAPAK,400000.0,4.0,2.0,1.0,Condominium,1272.0,Unfurnished
36821,CHERAS,720000.0,4.0,3.0,2.0,2-sty Terrace/Link House,1870.0,Unfurnished
36822,SUNGAI BESI,750000.0,3.0,2.0,2.0,Serviced Residence,1130.0,Fully Furnished
36823,TAMAN MELAWATI,1998000.0,4.0,4.0,0.0,Semi-detached House,4150.0,Unfurnished
36825,CHERAS,2488888.0,5.5,5.0,4.0,Bungalow,4477.5,Unfurnished
36826,TAMAN TUN DR ISMAIL,790000.0,3.0,2.0,2.0,Condominium,1350.0,Partly Furnished
36827,DUTAMAS,902000.0,3.0,2.0,1.0,Serviced Residence,721.0,Unfurnished
36828,KL ECO CITY,880000.0,1.5,1.0,1.0,Condominium,710.0,Partly Furnished
36829,SUNGAI BESI,658000.0,3.0,2.0,2.0,Serviced Residence,1025.0,Fully Furnished
36830,KLCC,4072500.0,5.0,6.0,0.0,Condominium,3973.0,Partly Furnished
36831,KLCC,3439000.0,4.0,5.0,0.0,Condominium,3439.0,Partly Furnished
36832,KLCC,3109000.0,4.0,5.0,0.0,Condominium,3109.0,Partly Furnished
36833,KL CITY,498000.0,3.0,2.0,1.0,Condominium,1109.0,Partly Furnished
36834,WANGSA MAJU,1200000.0,5.5,5.0,4.0,2-sty Terrace/Link House,2030.0,Fully Furnished
36835,SETAPAK,610000.0,4.0,3.0,1.0,Condominium,1869.0,Partly Furnished
36836,SETAPAK,555000.0,5.0,3.0,1.0,Condominium,2009.0,Fully Furnished
36837,WANGSA MAJU,465000.0,4.0,3.0,1.0,Condominium,1267.0,Partly Furnished
36838,SETAPAK,398000.0,3.0,2.0,2.0,Condominium,1001.0,Partly Furnished
36839,SETAPAK,520000.0,3.0,2.0,2.0,2-sty Terrace/Link House,880.0,Partly Furnished
36840,SETAPAK,575000.0,4.0,2.0,3.0,Condominium,1600.0,Partly Furnished
36841,DAMANSARA,995000.0,4.0,2.0,2.0,2-sty Terrace/Link House,1650.0,Partly Furnished
36842,CHERAS,300000.0,3.0,2.0,1.0,Condominium,810.0,Fully Furnished
36843,SRI HARTAMAS,655000.0,2.0,1.0,1.0,Serviced Residence,657.0,Fully Furnished
36844,TAMAN TUN DR ISMAIL,298000.0,4.0,1.0,1.0,Serviced Residence,472.0,Partly Furnished
36845,SEPUTEH,2200000.0,5.0,4.0,2.0,Condominium,4477.5,Fully Furnished
36846,COUNTRY HEIGHTS DAMANSARA,4072500.0,4.0,1.0,1.0,Residential Land,4477.5,Unfurnished
36847,COUNTRY HEIGHTS DAMANSARA,4072500.0,4.0,1.0,1.0,Residential Land,4477.5,Unfurnished
36848,DUTAMAS,530000.0,3.0,3.0,1.0,Condominium,1474.0,Unfurnished
36849,DESA PARKCITY,949000.0,2.0,2.0,1.0,Condominium,1100.0,Fully Furnished
36850,DESA PARKCITY,1550000.0,4.0,4.0,3.0,Condominium,2066.0,Fully Furnished
36851,SETAPAK,380000.0,4.0,2.0,2.0,Condominium,950.0,Unfurnished
36852,DESA PARKCITY,1120000.0,3.0,3.0,2.0,Condominium,1378.0,Fully Furnished
36853,DESA PARKCITY,1100000.0,3.0,3.0,2.0,Condominium,1400.0,Fully Furnished
36854,SEGAMBUT,630000.0,3.0,2.0,2.0,Condominium,1019.0,Partly Furnished
36855,BANDAR MENJALARA,435000.0,4.0,2.0,2.0,Condominium,1076.0,Partly Furnished
36856,DESA PARKCITY,1450000.0,4.0,3.0,2.0,Condominium,1680.0,Partly Furnished
36857,DESA PARKCITY,1250000.0,3.0,2.0,2.0,Condominium,1421.0,Partly Furnished
36858,DESA PARKCITY,810000.0,2.0,1.0,1.0,Condominium,915.0,Partly Furnished
36859,BANDAR MENJALARA,650000.0,4.0,3.0,1.0,Condominium,1316.0,Partly Furnished
36860,DESA PARKCITY,1600000.0,4.0,4.0,2.0,Condominium,1777.0,Partly Furnished
36861,DESA PARKCITY,2700000.0,4.0,4.0,2.0,3-sty Terrace/Link House,3211.0,Partly Furnished
36862,DESA PARKCITY,1090000.0,3.0,3.0,2.0,Condominium,1389.0,Partly Furnished
36863,DESA PARKCITY,2400000.0,5.5,6.0,5.0,3-sty Terrace/Link House,1760.0,Partly Furnished
36864,DESA PARKCITY,1250000.0,3.0,3.0,2.0,Condominium,1378.0,Partly Furnished
36866,DESA PARKCITY,1400000.0,4.0,3.0,2.0,Condominium,1680.0,Partly Furnished
36867,CITY CENTRE,1650000.0,1.5,2.0,1.0,Serviced Residence,1131.0,Fully Furnished
36868,BANGSAR,4072500.0,5.5,5.0,4.0,Bungalow,4477.5,Partly Furnished
36869,CHERAS,480000.0,3.0,2.0,2.0,Condominium,1018.0,Unfurnished
36870,JALAN KLANG LAMA (OLD KLANG ROAD),620000.0,2.0,2.0,0.0,Serviced Residence,911.0,Partly Furnished
36871,SETAPAK,620000.0,3.0,2.0,2.0,Serviced Residence,1100.0,Partly Furnished
36872,SETAPAK,388000.0,4.0,2.0,2.0,Serviced Residence,900.0,Partly Furnished
36873,WANGSA MAJU,500000.0,3.0,2.0,2.0,Serviced Residence,850.0,Unfurnished
36874,SETAPAK,399000.0,2.0,2.0,1.0,Serviced Residence,900.0,Partly Furnished
36875,AMPANG,2800000.0,5.5,5.0,5.0,Bungalow,4477.5,Partly Furnished
36876,DESA PARKCITY,1350000.0,4.0,3.0,3.0,Condominium,1701.0,Fully Furnished
36877,KLCC,3800000.0,4.0,4.0,3.0,Serviced Residence,3897.0,Fully Furnished
36878,TAMAN TUN DR ISMAIL,1690000.0,4.0,3.0,3.0,2-sty Terrace/Link House,1800.0,Partly Furnished
36879,KLCC,1810000.0,4.0,4.0,2.0,Serviced Residence,1590.0,Fully Furnished
36880,MONT KIARA,1880000.0,5.0,4.0,2.0,Condominium,2243.0,Partly Furnished
36881,KLCC,1238000.0,2.0,2.0,1.0,Condominium,736.0,Partly Furnished
36882,KLCC,2100000.0,2.0,2.0,1.0,Serviced Residence,1087.0,Fully Furnished
36883,MONT KIARA,998000.0,4.0,3.0,2.0,Condominium,1636.0,Fully Furnished
36884,KLCC,2452000.0,4.0,5.0,1.0,Serviced Residence,2452.0,Partly Furnished
36885,TAMAN TUN DR ISMAIL,1800000.0,4.0,3.0,2.0,2-sty Terrace/Link House,1800.0,Partly Furnished
36886,MONT KIARA,4072500.0,5.5,7.0,4.0,Bungalow,3400.0,Partly Furnished
36887,KLCC,1180000.0,1.5,1.0,1.0,Condominium,577.0,Partly Furnished
36888,SETAPAK,900000.0,4.0,4.0,2.0,Condominium,1588.0,Partly Furnished
36889,MONT KIARA,1100000.0,4.0,3.0,2.0,Serviced Residence,1672.0,Fully Furnished
36890,KLCC,2500000.0,3.0,3.0,2.0,Serviced Residence,1490.0,Unfurnished
36891,KLCC,1316800.0,1.5,1.0,1.0,Serviced Residence,910.0,Fully Furnished
36892,MONT KIARA,4072500.0,5.5,6.0,3.0,Bungalow,4477.5,Unfurnished
36893,SENTUL,400000.0,3.0,2.0,1.0,Apartment,1005.0,Partly Furnished
36894,MONT KIARA,1850000.0,4.0,4.0,2.0,Condominium,2243.0,Fully Furnished
36895,BUKIT JALIL,930000.0,5.0,3.0,2.0,Condominium,1513.0,Partly Furnished
36896,KEPONG,830000.0,2.0,2.0,13.0,1-sty Terrace/Link House,2332.0,Unfurnished
36897,BUKIT BINTANG,1200000.0,4.0,1.0,1.0,Serviced Residence,652.0,Fully Furnished
36898,KL SENTRAL,728800.0,1.5,1.0,1.0,Serviced Residence,650.0,Fully Furnished
36899,JALAN KLANG LAMA (OLD KLANG ROAD),400000.0,1.5,1.0,1.0,Serviced Residence,770.0,Unfurnished
36900,CHERAS,480000.0,2.0,2.0,1.0,Serviced Residence,686.0,Unfurnished
36901,KL SENTRAL,1025000.0,3.0,3.0,1.0,Serviced Residence,1025.0,Fully Furnished
36902,CHERAS,431000.0,1.5,1.0,1.0,Serviced Residence,592.0,Unfurnished
36903,BANGSAR,1380000.0,4.0,2.0,0.0,Townhouse,1900.0,Unfurnished
36904,SEPUTEH,750000.0,3.0,2.0,2.0,Condominium,1450.0,Partly Furnished
36905,JALAN KUCHING,720000.0,3.0,2.0,2.0,Condominium,1400.0,Fully Furnished
36906,BATU CAVES,480000.0,3.0,2.0,0.0,Condominium,1075.0,Unfurnished
36907,SENTUL,500000.0,3.0,2.0,1.0,Serviced Residence,948.0,Partly Furnished
36908,BANGSAR,1400000.0,3.0,2.0,1.0,Condominium,1700.0,Partly Furnished
36909,JALAN KLANG LAMA (OLD KLANG ROAD),420000.0,2.0,2.0,1.0,Serviced Residence,722.0,Partly Furnished
36910,MONT KIARA,3100000.0,5.5,6.0,0.0,Semi-detached House,3779.0,Partly Furnished
36911,JALAN KUCHING,580000.0,3.0,2.0,2.0,Condominium,1400.0,Fully Furnished
36912,BUKIT BINTANG,1000000.0,2.0,2.0,0.0,Serviced Residence,837.0,Partly Furnished
36916,SETAPAK,2642220.0,5.5,8.0,6.0,Condominium,4477.5,Unfurnished
36917,SETAPAK,1370650.0,5.5,5.0,3.0,Condominium,2685.0,Unfurnished
36918,KLCC,4072500.0,4.0,5.0,4.0,Serviced Residence,2615.0,Fully Furnished
36919,KLCC,4072500.0,5.5,7.0,0.0,Condominium,4477.5,Partly Furnished
36921,SEGAMBUT,1290000.0,5.0,4.0,0.0,3-sty Terrace/Link House,1540.0,Partly Furnished
36922,AMPANG,2300000.0,5.5,4.0,0.0,Semi-detached House,3200.0,Unfurnished
36923,SUNGAI PENCHALA,1000000.0,4.0,2.0,0.0,Residential Land,4477.5,Unfurnished
36924,JALAN IPOH,590000.0,3.0,2.0,2.0,Condominium,1037.0,Partly Furnished
36925,SENTUL,1600000.0,4.0,3.0,4.0,Bungalow,4477.5,Partly Furnished
36926,CHERAS,680000.0,5.0,3.0,2.0,2-sty Terrace/Link House,1650.0,Unfurnished
36927,KERAMAT,900000.0,3.0,2.0,0.0,Condominium,1700.0,Fully Furnished
36928,CHERAS,680000.0,5.0,3.0,3.0,2-sty Terrace/Link House,1870.0,Unfurnished
36929,CHERAS,280000.0,3.0,2.0,1.0,Apartment,780.0,Partly Furnished
36931,SETAPAK,499000.0,3.0,2.0,0.0,Serviced Residence,1018.0,Unfurnished
36932,CHERAS,725000.0,4.0,3.0,0.0,2-sty Terrace/Link House,1400.0,Partly Furnished
36933,AMPANG,1200000.0,4.0,5.0,0.0,3-sty Terrace/Link House,1800.0,Fully Furnished
36934,JALAN KUCHING,419000.0,3.0,2.0,0.0,Condominium,1100.0,Fully Furnished
36935,DESA PARKCITY,920000.0,2.0,1.0,0.0,Condominium,969.0,Fully Furnished
36936,COUNTRY HEIGHTS DAMANSARA,4072500.0,4.0,2.0,0.0,Bungalow,4477.5,Unfurnished
36937,COUNTRY HEIGHTS DAMANSARA,4072500.0,4.0,2.0,0.0,Bungalow,4477.5,Unfurnished
36938,SRI PETALING,535000.0,3.0,2.0,0.0,Serviced Residence,980.0,Fully Furnished
36939,MONT KIARA,4072500.0,4.0,2.0,0.0,Bungalow,4477.5,Unfurnished
36940,COUNTRY HEIGHTS DAMANSARA,4072500.0,4.0,2.0,0.0,Bungalow,4477.5,Unfurnished
36941,BUKIT JALIL,680000.0,3.0,2.0,2.0,Condominium,1100.0,Fully Furnished
36942,CHERAS,360000.0,3.0,2.0,1.0,Condominium,910.0,Partly Furnished
36943,SRI PETALING,2500000.0,5.5,5.0,4.0,Semi-detached House,4477.5,Partly Furnished
36944,JALAN KLANG LAMA (OLD KLANG ROAD),398000.0,3.0,2.0,1.0,Serviced Residence,950.0,Unfurnished
36945,KL CITY,1150000.0,4.0,1.0,0.0,Condominium,510.0,Fully Furnished
36946,BANDAR DAMAI PERDANA,450000.0,3.0,2.0,1.0,Townhouse,862.0,Fully Furnished
36947,JALAN KUCHING,3400000.0,5.5,7.0,5.0,Bungalow,4477.5,Partly Furnished
36948,CHERAS,750000.0,4.0,3.0,0.0,2-sty Terrace/Link House,1659.0,Partly Furnished
36949,SRI HARTAMAS,1700000.0,4.0,3.0,2.0,2-sty Terrace/Link House,1650.0,Partly Furnished
36950,BANGSAR,1820000.0,5.0,3.0,2.0,2-sty Terrace/Link House,2250.0,Partly Furnished
36951,SRI HARTAMAS,1530000.0,4.0,3.0,2.0,2-sty Terrace/Link House,1650.0,Partly Furnished
36952,CHERAS,650000.0,3.0,2.0,2.0,Serviced Residence,897.0,Fully Furnished
36953,WANGSA MAJU,965000.0,3.0,3.0,2.0,Condominium,1637.0,Unfurnished
36954,KEPONG,945000.0,4.0,3.0,5.0,2-sty Terrace/Link House,1760.0,Partly Furnished
36955,KL SENTRAL,1950000.0,2.0,2.0,1.0,Serviced Residence,1464.0,Fully Furnished
36956,KEPONG,368000.0,3.0,2.0,1.0,Apartment,805.0,Partly Furnished
36958,SRI PETALING,2400000.0,5.0,5.0,0.0,Semi-detached House,4000.0,Unfurnished
36959,MONT KIARA,1900000.0,4.0,4.0,2.0,Condominium,2020.0,Fully Furnished
36960,MONT KIARA,1920000.0,4.0,4.0,2.0,Condominium,2020.0,Fully Furnished
36961,CHERAS,390000.0,3.0,2.0,1.0,Condominium,910.0,Unfurnished
36962,SETAPAK,335000.0,3.0,2.0,1.0,Apartment,862.0,Unfurnished
36963,KLCC,2100000.0,2.0,2.0,2.0,Serviced Residence,1270.0,Fully Furnished
36964,BUKIT JALIL,570000.0,4.0,2.0,2.0,Condominium,1231.0,Unfurnished
36965,CHERAS,1350000.0,5.0,5.0,0.0,3-sty Terrace/Link House,1232.0,Unfurnished
36966,CHERAS,2400000.0,5.5,8.0,0.0,Semi-detached House,3200.0,Unfurnished
36967,DESA PETALING,3400000.0,5.5,6.0,6.0,Semi-detached House,2800.0,Unfurnished
36968,MONT KIARA,2450000.0,5.0,5.0,3.0,Condominium,2973.0,Unfurnished
36969,MONT KIARA,680000.0,3.0,2.0,2.0,Condominium,1050.0,Fully Furnished
36970,MONT KIARA,670000.0,2.0,2.0,1.0,Condominium,1028.0,Fully Furnished
36971,MONT KIARA,880000.0,3.0,2.0,1.0,Condominium,1208.0,Fully Furnished
36972,MONT KIARA,800000.0,3.0,2.0,1.0,Condominium,1238.0,Fully Furnished
36973,JALAN IPOH,1400000.0,5.5,3.0,0.0,Bungalow,3994.0,Partly Furnished
36974,BUKIT JALIL,555000.0,3.0,3.0,2.0,Townhouse,1684.0,Fully Furnished
36975,KL SENTRAL,2120000.0,3.0,2.0,1.0,Serviced Residence,1625.0,Partly Furnished
36976,BUKIT JALIL,799999.0,3.0,2.0,2.0,Condominium,1407.0,Fully Furnished
36977,JALAN KLANG LAMA (OLD KLANG ROAD),395000.0,1.5,2.0,1.0,Serviced Residence,775.0,Partly Furnished
36978,DAMANSARA HEIGHTS,4072500.0,5.5,7.0,0.0,Bungalow,4477.5,Unfurnished
36979,BUKIT JALIL,580000.0,3.0,2.0,2.0,Condominium,1231.0,Unfurnished
36981,KLCC,1245000.0,1.5,1.0,2.0,Serviced Residence,925.0,Partly Furnished
36982,JALAN KUCHING,300000.0,3.0,2.0,1.0,Apartment,875.0,Unfurnished
36983,SRI PETALING,510000.0,3.0,2.0,1.0,Condominium,1385.0,Fully Furnished
36984,MONT KIARA,1450000.0,4.0,4.0,2.0,Condominium,3200.0,Partly Furnished
36985,SEPUTEH,2200000.0,5.0,5.0,2.0,Condominium,2900.0,Fully Furnished
36986,SRI PETALING,350000.0,3.0,2.0,1.0,Condominium,1141.0,Unfurnished
36987,KLCC,2998000.0,4.0,3.0,3.0,Serviced Residence,2066.0,Partly Furnished
36988,JALAN KLANG LAMA (OLD KLANG ROAD),550000.0,3.0,3.0,1.0,Condominium,1385.0,Fully Furnished
36989,KUCHAI LAMA,230000.0,3.0,2.0,0.0,Flat,855.0,Unfurnished
36990,KLCC,2200000.0,2.0,2.0,2.0,Serviced Residence,1271.0,Partly Furnished
36991,KEPONG,1590000.0,5.5,4.0,0.0,2-sty Terrace/Link House,4080.0,Unfurnished
36993,MONT KIARA,700000.0,1.5,2.0,1.0,Serviced Residence,633.0,Fully Furnished
36995,MONT KIARA,650000.0,2.0,2.0,0.0,Condominium,1000.0,Fully Furnished
36996,AMPANG,2800000.0,5.5,7.0,0.0,Bungalow,4477.5,Partly Furnished
36997,SETAPAK,580000.0,1.5,1.0,0.0,Condominium,753.0,Fully Furnished
36998,SUNGAI BESI,2200000.0,5.0,5.0,0.0,Semi-detached House,3282.0,Partly Furnished
37000,DUTAMAS,1300000.0,5.5,6.0,0.0,Condominium,4477.5,Partly Furnished
37001,SUNGAI BESI,500000.0,4.0,4.0,0.0,2-sty Terrace/Link House,1760.0,Unfurnished
37002,KEPONG,595000.0,4.0,3.0,2.0,2-sty Terrace/Link House,880.0,Partly Furnished
37003,MONT KIARA,2800000.0,5.5,6.0,0.0,Condominium,4470.0,Partly Furnished
37004,SRI HARTAMAS,3307200.0,5.0,5.0,0.0,Condominium,4240.0,Partly Furnished
37005,JALAN KLANG LAMA (OLD KLANG ROAD),1380000.0,4.0,4.0,2.0,Condominium,2119.0,Unfurnished
37006,DUTAMAS,530000.0,3.0,2.0,2.0,Condominium,1100.0,Fully Furnished
37007,BUKIT BINTANG,2489850.0,2.0,2.0,1.0,Serviced Residence,1509.0,Fully Furnished
37008,BUKIT BINTANG,2483300.0,2.0,2.0,0.0,Serviced Residence,1307.0,Fully Furnished
37009,BUKIT BINTANG,3500000.0,4.0,4.0,0.0,Serviced Residence,2013.0,Partly Furnished
37011,COUNTRY HEIGHTS DAMANSARA,4072500.0,4.0,2.0,0.0,Residential Land,4477.5,Unfurnished
37012,DESA PARKCITY,3900000.0,5.5,5.0,3.0,3-sty Terrace/Link House,4477.5,Fully Furnished
37013,JALAN KLANG LAMA (OLD KLANG ROAD),735000.0,4.0,2.0,2.0,Condominium,1073.0,Partly Furnished
37014,CHERAS,750000.0,4.0,2.0,2.0,Condominium,1315.0,Partly Furnished
37015,DESA PARKCITY,1650000.0,4.0,3.0,2.0,3-sty Terrace/Link House,1800.0,Fully Furnished
37016,CHERAS,750000.0,4.0,2.0,2.0,Condominium,1450.0,Partly Furnished
37017,DESA PARKCITY,2500000.0,5.0,4.0,0.0,3-sty Terrace/Link House,3000.0,Fully Furnished
37018,DESA PARKCITY,1200000.0,2.0,2.0,2.0,Condominium,1100.0,Partly Furnished
37019,DESA PARKCITY,4072500.0,5.0,6.0,3.0,2.5-sty Terrace/Link House,4470.0,Unfurnished
37020,DESA PARKCITY,1890000.0,4.0,3.0,2.0,3-sty Terrace/Link House,2000.0,Partly Furnished
37021,SENTUL,325000.0,3.0,2.0,0.0,Condominium,889.0,Partly Furnished
37022,KLCC,3500000.0,5.0,5.0,2.0,Condominium,3358.0,Partly Furnished
37023,AMPANG,2700000.0,5.5,6.0,3.0,Condominium,3800.0,Partly Furnished
37025,KEPONG,520000.0,3.0,2.0,0.0,1-sty Terrace/Link House,1650.0,Partly Furnished
37026,AMPANG HILIR,2450000.0,4.0,4.0,3.0,Condominium,2228.0,Partly Furnished
37027,CHERAS,988000.0,5.0,3.0,0.0,2-sty Terrace/Link House,2550.0,Unfurnished
37028,KEPONG,1680000.0,5.5,4.0,3.0,2-sty Terrace/Link House,4080.0,Partly Furnished
37029,SEGAMBUT,2650000.0,5.0,5.0,4.0,Semi-detached House,3150.0,Partly Furnished
37030,SEGAMBUT,1668000.0,3.0,3.0,3.0,2-sty Terrace/Link House,3360.0,Partly Furnished
37031,DESA PARKCITY,2450000.0,5.5,6.0,0.0,3-sty Terrace/Link House,1760.0,Partly Furnished
37032,COUNTRY HEIGHTS DAMANSARA,4072500.0,4.0,2.0,0.0,Residential Land,4477.5,Unfurnished
37033,COUNTRY HEIGHTS DAMANSARA,4072500.0,4.0,2.0,0.0,Residential Land,4477.5,Unfurnished
37035,MONT KIARA,3500000.0,5.5,6.0,2.0,2.5-sty Terrace/Link House,2863.0,Partly Furnished
37036,KEPONG,1648000.0,5.5,5.0,0.0,3-sty Terrace/Link House,2400.0,Partly Furnished
37037,JALAN SULTAN ISMAIL,445500.0,4.0,2.0,0.0,Serviced Residence,589.0,Unfurnished
37038,TAMAN DESA,360000.0,3.0,2.0,0.0,Apartment,850.0,Unfurnished
37040,CHERAS,450000.0,3.0,2.0,2.0,Condominium,1018.0,Unfurnished
37042,CHERAS,820000.0,4.0,3.0,0.0,2-sty Terrace/Link House,1650.0,Unfurnished
37043,KLCC,734900.0,4.0,3.0,0.0,Condominium,1182.0,Unfurnished
37044,SRI PETALING,950000.0,4.0,3.0,0.0,2-sty Terrace/Link House,1650.0,Partly Furnished
37045,SUNGAI BESI,578000.0,3.0,2.0,2.0,Condominium,1127.0,Fully Furnished
37047,AMPANG,1200000.0,4.0,5.0,2.0,3-sty Terrace/Link House,1800.0,Fully Furnished
37048,BUKIT JALIL,498000.0,3.0,3.0,2.0,Condominium,1023.0,Unfurnished
37049,KERAMAT,910000.0,5.0,3.0,0.0,Bungalow,4477.5,Unfurnished
37051,KL ECO CITY,925000.0,2.0,1.0,1.0,Condominium,737.0,Fully Furnished
37052,BUKIT JALIL,498000.0,4.0,3.0,2.0,Condominium,1023.0,Unfurnished
37053,CHERAS,481000.0,4.0,4.0,2.0,2-sty Terrace/Link House,1400.0,Unfurnished
37055,CHERAS,340000.0,2.0,1.0,1.0,Serviced Residence,695.0,Partly Furnished
37056,SUNGAI BESI,868000.0,4.0,4.0,3.0,Condominium,1449.0,Partly Furnished
37057,BUKIT JALIL,260000.0,2.0,2.0,1.0,Apartment,750.0,Partly Furnished
37058,KEPONG,1280000.0,5.0,4.0,0.0,3-sty Terrace/Link House,2520.0,Partly Furnished
37059,JALAN KLANG LAMA (OLD KLANG ROAD),680000.0,5.0,3.0,0.0,2-sty Terrace/Link House,1400.0,Partly Furnished
37060,CHERAS,290000.0,3.0,2.0,1.0,Apartment,820.0,Partly Furnished
37061,JALAN KLANG LAMA (OLD KLANG ROAD),340000.0,3.0,2.0,1.0,Serviced Residence,950.0,Partly Furnished
37062,KEPONG,490000.0,2.0,2.0,1.0,Serviced Residence,1137.0,Unfurnished
37063,BRICKFIELDS,650000.0,4.0,1.0,0.0,Serviced Residence,468.0,Fully Furnished
37064,CHERAS,459000.0,3.0,2.0,2.0,Condominium,900.0,Unfurnished
37065,CHERAS,565000.0,3.0,2.0,1.0,Condominium,922.0,Partly Furnished
37066,SETAPAK,520000.0,4.0,3.0,0.0,Condominium,1410.0,Unfurnished
37068,JALAN IPOH,510000.0,3.0,2.0,1.0,Condominium,1011.0,Partly Furnished
37069,BATU CAVES,540000.0,3.0,3.0,4.0,2-sty Terrace/Link House,1210.0,Unfurnished
37070,SENTUL,1150000.0,5.5,5.0,3.0,3-sty Terrace/Link House,1650.0,Unfurnished
37071,KLCC,1987200.0,5.0,4.0,0.0,Serviced Residence,2208.0,Partly Furnished
37072,JALAN KLANG LAMA (OLD KLANG ROAD),398000.0,3.0,2.0,1.0,Serviced Residence,950.0,Partly Furnished
37073,TITIWANGSA,4072500.0,5.0,5.0,0.0,Bungalow,4477.5,Partly Furnished
37074,JALAN KLANG LAMA (OLD KLANG ROAD),660000.0,3.0,2.0,2.0,Serviced Residence,1094.0,Unfurnished
37077,TAMAN TUN DR ISMAIL,3500000.0,5.0,4.0,2.0,Serviced Residence,2426.0,Partly Furnished
37079,OUG,895000.0,4.0,2.0,1.0,2-sty Terrace/Link House,1600.0,Unfurnished
37080,KLCC,1050000.0,2.0,2.0,1.0,Serviced Residence,950.0,Fully Furnished
37081,JALAN KLANG LAMA (OLD KLANG ROAD),600000.0,2.0,2.0,1.0,Serviced Residence,1270.0,Partly Furnished
37082,JALAN KLANG LAMA (OLD KLANG ROAD),480000.0,1.5,2.0,1.0,Serviced Residence,872.0,Partly Furnished
37083,MONT KIARA,3100000.0,5.0,5.0,3.0,Condominium,3704.0,Partly Furnished
37084,AMPANG,999000.0,2.0,2.0,0.0,Serviced Residence,1066.0,Partly Furnished
37085,JALAN KLANG LAMA (OLD KLANG ROAD),418000.0,3.0,2.0,1.0,Serviced Residence,950.0,Partly Furnished
37086,BANGSAR SOUTH,950000.0,3.0,2.0,1.0,Serviced Residence,1119.0,Partly Furnished
37087,MONT KIARA,830000.0,4.0,2.0,1.0,Condominium,1550.0,Fully Furnished
37088,MONT KIARA,900000.0,4.0,3.0,0.0,Condominium,1550.0,Fully Furnished
37089,MONT KIARA,930000.0,4.0,3.0,0.0,Condominium,1550.0,Fully Furnished
37090,MONT KIARA,850000.0,4.0,3.0,1.0,Condominium,1550.0,Unfurnished
37091,KLCC,1900000.0,4.0,3.0,2.0,Condominium,915.0,Fully Furnished
37092,SETAPAK,500000.0,4.0,2.0,2.0,Condominium,1313.0,Partly Furnished
37093,WANGSA MAJU,755000.0,3.0,2.0,2.0,Condominium,1206.0,Unfurnished
37094,JALAN KLANG LAMA (OLD KLANG ROAD),2090000.0,5.0,4.0,4.0,Bungalow,4477.5,Partly Furnished
37095,KERAMAT,1380000.0,5.5,3.0,4.0,Semi-detached House,3890.0,Partly Furnished
37096,JALAN KLANG LAMA (OLD KLANG ROAD),620000.0,2.0,2.0,1.0,Serviced Residence,852.0,Partly Furnished
37097,KL CITY,390000.0,3.0,2.0,1.0,Condominium,865.0,Unfurnished
37098,CHERAS,2520000.0,4.0,2.0,0.0,Residential Land,4477.5,Unfurnished
